X,y
7.558604114442086,15.18295375837922
6.375443475571739,12.134341104812531
6.646929608311133,14.919637197428054
4.347092453844546,7.523827314318379
1.5103771311719472,3.481932131848372
1.0622727626079986,3.4814901449514757
2.352728274643814,3.982476387575591
0.18363836928140365,1.401749741436152
9.473617762528997,20.78724317007451
4.8929610158332295,11.583844489706571
3.9927077392950174,10.961338207151062
1.5721592829026643,2.0416298280420473
4.48852040756508,10.757879936797847
0.19902545811418482,1.0554825205183394
6.236614722007189,16.915748323930373
5.937960108541839,12.178713683943982
0.4674207649144224,0.3716344463529915
6.323813642272759,12.397927578201976
8.112562919768063,15.753202201353313
5.146202694721513,11.596980907484838
2.7425859209286365,4.230835189290598
3.2905280108021184,6.902319511056715
3.4735957305310263,8.648265813360545
7.505196394561581,14.412828579743302
6.892760418963528,12.50543411545273
5.013286584508753,15.638679450629413
3.470348034719785,6.306843640753153
3.71284336297397,7.546798121888608
6.843729184141515,17.131960086033526
6.353677836334873,16.337401813241872
8.697700656883422,22.70516920565401
5.706015895849825,15.030170074721607
8.209628937987578,22.567303557273235
7.3596312600472125,27.09802817403055
2.93522600810437,8.875964010567845
7.421674137307272,23.241782953648745
5.598462432514478,17.812742706463204
8.807811763110845,24.2981208987622
2.9312891310297995,4.812246967097609
1.5618128030997458,1.8594369316462818
0.26603543780309047,0.5104726619786852
2.4203688802474166,4.497113622920193
2.690586317253758,5.432899336388443
9.054977721214525,21.710115587401475
6.611526185834311,16.715341251336973
0.02360271581150042,0.6884635302333728
0.5626563688830244,3.1691268715226375
4.657694959945333,8.65807055665534
3.8080415375239562,9.100847766130844
2.267014549956756,4.008257741822782
0.25481444938661,2.657053695245226
4.572070881481906,9.988475589503858
5.921647604566025,11.093445363575873
7.256727817910514,15.002986342453289
0.1284108958014485,-1.0199667383540327
6.586777965102578,16.74153131390108
9.097280585202363,20.492108313733745
7.057324414525566,14.364017876154831
0.003744805561102238,-1.152599614913361
6.980238377803305,13.634860636419162
7.368103109904056,26.234072112079104
8.722708663372211,24.21660426486303
1.7744906656967607,4.312446948856505
7.721603637803995,18.894972180541885
0.8933298315169047,4.1351633467952915
5.664196594034722,13.261675988924672
6.105992888402331,12.3202352504185
