payment_date,userid,price
2016-08-10 00:00:00+00:00,0014163a53056db3f10e,5000
2016-09-10 00:00:00+00:00,0014163a53056db3f10e,5000
2016-10-10 00:00:00+00:00,0014163a53056db3f10e,5000
2016-05-18 00:00:00+00:00,00164e47967b306239e8,5000
2016-06-07 00:00:00+00:00,0016e5b445a29e9cbfcc,5000
2016-07-07 00:00:00+00:00,0016e5b445a29e9cbfcc,5000
2016-08-07 00:00:00+00:00,0016e5b445a29e9cbfcc,5000
2016-09-07 00:00:00+00:00,0016e5b445a29e9cbfcc,5000
2016-10-07 00:00:00+00:00,0016e5b445a29e9cbfcc,5000
2016-11-07 00:00:00+00:00,0016e5b445a29e9cbfcc,5000
2016-12-07 00:00:00+00:00,0016e5b445a29e9cbfcc,5000
2017-01-07 00:00:00+00:00,0016e5b445a29e9cbfcc,5000
2017-02-07 00:00:00+00:00,0016e5b445a29e9cbfcc,5000
2016-11-14 00:00:00+00:00,002e4faffad3be6b0f95,5000
2016-12-14 00:00:00+00:00,002e4faffad3be6b0f95,5000
2017-01-14 00:00:00+00:00,002e4faffad3be6b0f95,5000
2016-06-06 00:00:00+00:00,003ef43de19023179562,5000
2016-07-06 00:00:00+00:00,003ef43de19023179562,5000
2016-08-06 00:00:00+00:00,003ef43de19023179562,5000
2016-09-06 00:00:00+00:00,003ef43de19023179562,5000
2016-10-06 00:00:00+00:00,003ef43de19023179562,5000
2016-11-06 00:00:00+00:00,003ef43de19023179562,5000
2016-12-06 00:00:00+00:00,003ef43de19023179562,5000
2017-01-06 00:00:00+00:00,003ef43de19023179562,5000
2017-02-06 00:00:00+00:00,003ef43de19023179562,5000
2016-12-09 00:00:00+00:00,00402661d6fb30a9755b,5000
2017-01-09 00:00:00+00:00,00402661d6fb30a9755b,5000
2017-02-09 00:00:00+00:00,00402661d6fb30a9755b,5000
2016-07-22 00:00:00+00:00,0044a682e415caab74b3,5000
2016-08-22 00:00:00+00:00,0044a682e415caab74b3,5000
2016-09-22 00:00:00+00:00,0044a682e415caab74b3,5000
2016-10-22 00:00:00+00:00,0044a682e415caab74b3,5000
2016-11-22 00:00:00+00:00,0044a682e415caab74b3,5000
2016-12-22 00:00:00+00:00,0044a682e415caab74b3,5000
2017-01-22 00:00:00+00:00,0044a682e415caab74b3,5000
2016-12-23 00:00:00+00:00,004536fa45ac76c2642e,5000
2017-01-23 00:00:00+00:00,004536fa45ac76c2642e,5000
2016-07-25 00:00:00+00:00,00539bac05fbc17ca1f7,5000
2016-08-25 00:00:00+00:00,00539bac05fbc17ca1f7,5000
2016-09-25 00:00:00+00:00,00539bac05fbc17ca1f7,5000
2016-10-25 00:00:00+00:00,00539bac05fbc17ca1f7,5000
2016-11-25 00:00:00+00:00,00539bac05fbc17ca1f7,5000
2016-12-25 00:00:00+00:00,00539bac05fbc17ca1f7,5000
2017-01-25 00:00:00+00:00,00539bac05fbc17ca1f7,5000
2016-09-16 00:00:00+00:00,005a8cc5a6d05c6230df,5000
2016-10-16 00:00:00+00:00,005a8cc5a6d05c6230df,5000
2016-11-16 00:00:00+00:00,005a8cc5a6d05c6230df,5000
2016-12-16 00:00:00+00:00,005a8cc5a6d05c6230df,5000
2017-01-16 00:00:00+00:00,005a8cc5a6d05c6230df,5000
2016-05-27 00:00:00+00:00,005e3acf09fa01644f4a,5000
2016-06-27 00:00:00+00:00,005e3acf09fa01644f4a,5000
2016-07-27 00:00:00+00:00,005e3acf09fa01644f4a,5000
2016-08-27 00:00:00+00:00,005e3acf09fa01644f4a,5000
2016-09-27 00:00:00+00:00,005e3acf09fa01644f4a,5000
2016-10-27 00:00:00+00:00,005e3acf09fa01644f4a,5000
2016-11-27 00:00:00+00:00,005e3acf09fa01644f4a,5000
2016-12-27 00:00:00+00:00,005e3acf09fa01644f4a,5000
2017-01-27 00:00:00+00:00,005e3acf09fa01644f4a,5000
2016-05-23 00:00:00+00:00,00a1ed31f06ed601a640,5000
2016-06-23 00:00:00+00:00,00a1ed31f06ed601a640,5000
2016-07-23 00:00:00+00:00,00a1ed31f06ed601a640,5000
2016-08-23 00:00:00+00:00,00a1ed31f06ed601a640,5000
2016-09-23 00:00:00+00:00,00a1ed31f06ed601a640,5000
2016-10-23 00:00:00+00:00,00a1ed31f06ed601a640,5000
2016-11-23 00:00:00+00:00,00a1ed31f06ed601a640,5000
2017-01-27 00:00:00+00:00,00bdc9674fc7b48c9c73,5000
2016-10-28 00:00:00+00:00,00c2e5d8d343e5ded2e6,5000
2016-07-07 00:00:00+00:00,00f1509a1091d75f6582,5000
2017-01-27 00:00:00+00:00,012e70bd197a5ff0af5b,5000
2016-08-22 00:00:00+00:00,012e94d0069e5c5a1260,5000
2016-09-22 00:00:00+00:00,012e94d0069e5c5a1260,5000
2016-10-22 00:00:00+00:00,012e94d0069e5c5a1260,5000
2016-11-22 00:00:00+00:00,012e94d0069e5c5a1260,5000
2016-12-22 00:00:00+00:00,012e94d0069e5c5a1260,5000
2017-01-22 00:00:00+00:00,012e94d0069e5c5a1260,5000
2016-06-21 00:00:00+00:00,0156a46ca6be1bc36c33,5000
2016-07-21 00:00:00+00:00,0156a46ca6be1bc36c33,5000
2016-08-21 00:00:00+00:00,0156a46ca6be1bc36c33,5000
2016-09-21 00:00:00+00:00,0156a46ca6be1bc36c33,5000
2016-10-21 00:00:00+00:00,0156a46ca6be1bc36c33,5000
2016-11-21 00:00:00+00:00,0156a46ca6be1bc36c33,5000
2016-08-26 00:00:00+00:00,01750e96d361107c6a7f,5000
2016-08-30 00:00:00+00:00,0175778a4d19747eb98c,5000
2016-09-30 00:00:00+00:00,0175778a4d19747eb98c,5000
2016-10-30 00:00:00+00:00,0175778a4d19747eb98c,5000
2016-11-30 00:00:00+00:00,0175778a4d19747eb98c,5000
2016-12-30 00:00:00+00:00,0175778a4d19747eb98c,5000
2017-01-30 00:00:00+00:00,0175778a4d19747eb98c,5000
2017-01-23 00:00:00+00:00,017febe21893719cdde1,5000
2016-08-19 00:00:00+00:00,0183f91bdd72b4b0d025,5000
2016-09-19 00:00:00+00:00,0183f91bdd72b4b0d025,5000
2016-10-19 00:00:00+00:00,0183f91bdd72b4b0d025,5000
2016-11-19 00:00:00+00:00,0183f91bdd72b4b0d025,5000
2016-12-19 00:00:00+00:00,0183f91bdd72b4b0d025,5000
2017-01-19 00:00:00+00:00,0183f91bdd72b4b0d025,5000
2016-08-15 00:00:00+00:00,018809f396f86c8e5df3,5000
2016-06-01 00:00:00+00:00,0188dd0380c9509440de,5000
2016-09-22 00:00:00+00:00,01909f4a6b6245b2b764,5000
2016-10-22 00:00:00+00:00,01909f4a6b6245b2b764,5000
2016-11-22 00:00:00+00:00,01909f4a6b6245b2b764,5000
2016-12-22 00:00:00+00:00,01909f4a6b6245b2b764,5000
2017-01-22 00:00:00+00:00,01909f4a6b6245b2b764,5000
2016-10-17 00:00:00+00:00,01a6b8d52c8d96619bbc,5000
2016-11-17 00:00:00+00:00,01a6b8d52c8d96619bbc,5000
2016-12-17 00:00:00+00:00,01a6b8d52c8d96619bbc,5000
2017-01-17 00:00:00+00:00,01a6b8d52c8d96619bbc,5000
2016-09-23 00:00:00+00:00,01e7c0abd3b732a99460,5000
2016-10-23 00:00:00+00:00,01e7c0abd3b732a99460,5000
2016-11-23 00:00:00+00:00,01e7c0abd3b732a99460,5000
2016-12-23 00:00:00+00:00,01e7c0abd3b732a99460,5000
2017-01-23 00:00:00+00:00,01e7c0abd3b732a99460,5000
2016-12-09 00:00:00+00:00,01fd51f53b6c094351c0,5000
2017-01-09 00:00:00+00:00,01fd51f53b6c094351c0,5000
2017-02-09 00:00:00+00:00,01fd51f53b6c094351c0,5000
2016-10-07 00:00:00+00:00,020397c2344d36745bb7,5000
2016-11-07 00:00:00+00:00,020397c2344d36745bb7,5000
2016-12-07 00:00:00+00:00,020397c2344d36745bb7,5000
2017-01-07 00:00:00+00:00,020397c2344d36745bb7,5000
2017-02-07 00:00:00+00:00,020397c2344d36745bb7,5000
2017-01-15 00:00:00+00:00,020c97e01664cc1b1555,5000
2016-05-31 00:00:00+00:00,0210d0e06270d3af3965,5000
2016-06-09 00:00:00+00:00,0213de5c0c982c5c6eaf,5000
2016-07-09 00:00:00+00:00,0213de5c0c982c5c6eaf,5000
2016-08-09 00:00:00+00:00,0213de5c0c982c5c6eaf,5000
2016-09-09 00:00:00+00:00,0213de5c0c982c5c6eaf,5000
2016-10-09 00:00:00+00:00,0213de5c0c982c5c6eaf,5000
2016-11-09 00:00:00+00:00,0213de5c0c982c5c6eaf,5000
2016-12-09 00:00:00+00:00,0213de5c0c982c5c6eaf,5000
2017-01-09 00:00:00+00:00,0213de5c0c982c5c6eaf,5000
2017-02-09 00:00:00+00:00,0213de5c0c982c5c6eaf,5000
2016-11-12 00:00:00+00:00,0223d7b18821a38c3134,5000
2016-08-10 00:00:00+00:00,029241e125aed7349dab,5000
2016-09-10 00:00:00+00:00,029241e125aed7349dab,5000
2016-10-10 00:00:00+00:00,029241e125aed7349dab,5000
2016-11-10 00:00:00+00:00,029241e125aed7349dab,5000
2016-12-10 00:00:00+00:00,029241e125aed7349dab,5000
2017-01-10 00:00:00+00:00,029241e125aed7349dab,5000
2017-02-10 00:00:00+00:00,029241e125aed7349dab,5000
2016-06-07 00:00:00+00:00,02a78439aec1b3920a79,5000
2016-07-07 00:00:00+00:00,02a78439aec1b3920a79,5000
2016-08-07 00:00:00+00:00,02a78439aec1b3920a79,5000
2016-09-07 00:00:00+00:00,02a78439aec1b3920a79,5000
2016-10-07 00:00:00+00:00,02a78439aec1b3920a79,5000
2016-11-07 00:00:00+00:00,02a78439aec1b3920a79,5000
2016-12-07 00:00:00+00:00,02a78439aec1b3920a79,5000
2017-01-07 00:00:00+00:00,02a78439aec1b3920a79,5000
2017-02-07 00:00:00+00:00,02a78439aec1b3920a79,5000
2017-01-27 00:00:00+00:00,02afca3a690158983c80,5000
2016-08-20 00:00:00+00:00,02c26eff522df715671f,5000
2016-09-22 00:00:00+00:00,02db5348c26cb03d8990,5000
2017-01-23 00:00:00+00:00,02f621d3fc44710c17f2,5000
2016-08-03 00:00:00+00:00,0305f8466e85708aa52c,5000
2016-09-13 00:00:00+00:00,0323f2d866d44c915f24,5000
2016-10-13 00:00:00+00:00,0323f2d866d44c915f24,5000
2016-11-13 00:00:00+00:00,0323f2d866d44c915f24,5000
2016-12-13 00:00:00+00:00,0323f2d866d44c915f24,5000
2017-01-13 00:00:00+00:00,0323f2d866d44c915f24,5000
2016-07-26 00:00:00+00:00,0325c83c9a61817f43e7,5000
2016-08-26 00:00:00+00:00,0325c83c9a61817f43e7,5000
2016-09-26 00:00:00+00:00,0325c83c9a61817f43e7,5000
2016-10-26 00:00:00+00:00,0325c83c9a61817f43e7,5000
2016-11-26 00:00:00+00:00,0325c83c9a61817f43e7,5000
2016-12-26 00:00:00+00:00,0325c83c9a61817f43e7,5000
2017-01-26 00:00:00+00:00,0325c83c9a61817f43e7,5000
2016-06-02 00:00:00+00:00,03341520430f2f3c6f0c,5000
2016-07-02 00:00:00+00:00,03341520430f2f3c6f0c,5000
2016-08-02 00:00:00+00:00,03341520430f2f3c6f0c,5000
2016-09-02 00:00:00+00:00,03341520430f2f3c6f0c,5000
2016-10-02 00:00:00+00:00,03341520430f2f3c6f0c,5000
2016-11-02 00:00:00+00:00,03341520430f2f3c6f0c,5000
2016-12-02 00:00:00+00:00,03341520430f2f3c6f0c,5000
2017-01-02 00:00:00+00:00,03341520430f2f3c6f0c,5000
2017-02-02 00:00:00+00:00,03341520430f2f3c6f0c,5000
2016-09-27 00:00:00+00:00,033dc8e1bcaf4ced6264,5000
2016-10-28 00:00:00+00:00,03673eedf9cea90344c3,5000
2016-11-28 00:00:00+00:00,03673eedf9cea90344c3,5000
2016-12-28 00:00:00+00:00,03673eedf9cea90344c3,5000
2017-01-28 00:00:00+00:00,03673eedf9cea90344c3,5000
2016-09-24 00:00:00+00:00,038f187269364fc468a3,5000
2016-10-24 00:00:00+00:00,038f187269364fc468a3,5000
2016-11-24 00:00:00+00:00,038f187269364fc468a3,5000
2016-12-24 00:00:00+00:00,038f187269364fc468a3,5000
2017-01-24 00:00:00+00:00,038f187269364fc468a3,5000
2017-01-24 00:00:00+00:00,038f8fa87dcf01a1eb07,5000
2016-11-25 00:00:00+00:00,03960726048f9360ba5a,5000
2016-12-25 00:00:00+00:00,03960726048f9360ba5a,5000
2017-01-25 00:00:00+00:00,03960726048f9360ba5a,5000
2016-12-19 00:00:00+00:00,039d35c260cc550f0710,5000
2016-12-10 00:00:00+00:00,03c0f8c98177c9d6e630,5000
2017-01-10 00:00:00+00:00,03c0f8c98177c9d6e630,5000
